what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411755609347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411755616318
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411755617625
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411755641074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411755655709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411755656472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411755663214
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1411755664423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411755674002
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411755674040
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1411755676582
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411755709545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1411755736971
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411755777554
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411755777849
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411755778142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411755788969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411755789893
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1411755796305
