what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684025612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684026720
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1411684031136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684032911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684034327
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684038259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684073468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684074632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684078300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684079404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684095190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684097177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684097971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684104025
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1411684105184
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684106969
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684131477
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684134554
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684140839
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684142200
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684144564
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684151415
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411684158128
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684158428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411684199461
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411684204394
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684204677
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684204984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411684210409
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411684215795
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684216095
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684216420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411684218733
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411684224406
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684224718
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411684227107
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684227446
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411684233140
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684233420
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684233765
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411684237300
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684239862
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411684240694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684245226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684246431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684250210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684251329
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684252465
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411684275190
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1411684275429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684288339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684289527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684292687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411684294392
